date,A,B2,C
2020-05-05,0,13,0
2020-05-06,0,15,0
2020-05-07,0,18,0
2020-05-08,1,10,0
2020-05-09,0,6,0
2020-05-10,0,10,0
2020-05-11,0,6,0
2020-05-12,0,10,0
2020-05-13,1,13,1
2020-05-14,1,2,1
2020-05-15,2,12,1
2020-05-16,0,0,1
2020-05-17,0,8,1
2020-05-18,0,3,0
2020-05-19,2,8,0
2020-05-20,15,6,17
2020-05-21,0,5,1
2020-05-22,0,6,1
2020-05-23,0,7,0
2020-05-24,0,3,0
2020-05-25,1,8,1
2020-05-26,5,14,6
2020-05-27,2,16,14
2020-05-28,6,9,5
2020-05-29,0,6,0
2020-05-30,2,1,0
2020-05-31,0,9,2
2020-06-01,1,19,1
2020-06-02,0,15,1
2020-06-03,0,6,0
2020-06-04,0,6,2
2020-06-05,0,4,3
2020-06-06,0,11,0
2020-06-07,0,3,0
2020-06-08,0,12,1
2020-06-09,0,9,2
2020-06-10,0,22,2
2020-06-11,0,12,1
2020-06-12,0,4,0
2020-06-13,0,5,0
2020-06-14,0,13,0
2020-06-15,0,10,2
2020-06-16,0,12,2
2020-06-17,1,9,0
2020-06-18,19,21,10
2020-06-19,0,7,2
2020-06-20,0,1,1
2020-06-21,0,7,0
2020-06-22,1,12,0
2020-06-23,1,22,1
2020-06-24,0,6,0
2020-06-25,2,19,0
2020-06-26,1,15,0
2020-06-27,0,4,0
2020-06-28,0,14,0
2020-06-29,0,16,1
2020-06-30,2,12,2
2020-07-01,1,14,0
2020-07-02,0,14,0
2020-07-03,0,9,0
2020-07-04,0,3,0
2020-07-05,0,8,0
2020-07-06,2,12,0
2020-07-07,0,12,1
2020-07-08,0,17,0
2020-07-09,0,18,2
2020-07-10,0,20,0
2020-07-11,1,5,4
2020-07-12,0,5,0
2020-07-13,1,8,0
2020-07-14,0,8,0
2020-07-15,5,13,0
2020-07-16,0,13,2
2020-07-17,0,21,0
2020-07-18,6,1,0
2020-07-19,3,6,0
2020-07-20,0,8,0
2020-07-21,0,12,1
2020-07-22,0,7,0
2020-07-23,0,15,0
2020-07-24,0,14,0
2020-07-25,0,4,1
2020-07-26,0,5,0
2020-07-27,0,7,0
2020-07-28,1,10,14
2020-07-29,1,27,5
2020-07-30,2,42,2
2020-07-31,0,21,0
2020-08-01,0,15,0
2020-08-02,1,0,0
2020-08-03,0,9,1
2020-08-04,0,8,0
2020-08-05,0,11,0
2020-08-06,0,13,0
2020-08-07,0,5,1
2020-08-08,0,5,0
2020-08-09,0,11,2
2020-08-10,2,11,3
2020-08-11,0,7,1
2020-08-12,0,4,2
2020-08-13,0,8,2
2020-08-14,0,6,0
2020-08-15,0,9,0
2020-08-16,0,9,0
2020-08-17,0,10,1
2020-08-18,0,9,0
2020-08-19,0,7,0
2020-08-20,0,24,0
2020-08-21,0,20,0
2020-08-22,0,16,1
2020-08-23,0,3,0
2020-08-24,0,9,0
2020-08-25,0,17,0
2020-08-26,1,12,0
2020-08-27,0,13,0
2020-08-28,0,7,1
2020-08-29,0,13,2
2020-08-30,0,9,0
2020-08-31,1,11,0
2020-09-01,0,9,0
2020-09-02,0,16,1
2020-09-03,0,21,0
2020-09-04,0,12,0
2020-09-06,0,5,0
2020-09-07,1,8,0
2020-09-08,0,9,0
2020-09-09,0,16,0
2020-09-10,0,10,0
2020-09-11,0,15,1
2020-09-12,0,4,0
2020-09-13,0,7,1
2020-09-14,0,20,1
2020-09-15,0,22,1
2020-09-16,0,9,0
2020-09-17,0,13,0
2020-09-18,1,20,1
2020-09-19,2,4,1
2020-09-20,1,13,0
2020-09-21,1,3,0
2020-09-22,1,8,0
2020-09-23,1,14,0
2020-09-24,0,20,0
2020-09-25,0,10,1
2020-09-26,0,3,0
2020-09-27,1,29,0
2020-09-28,3,19,3
2020-09-29,1,14,0
2020-09-30,0,9,1
2020-10-01,1,19,1
2020-10-02,2,12,0
2020-10-03,0,27,0
2020-10-04,0,8,0
2020-10-05,0,20,0
2020-10-06,0,8,0
2020-10-07,1,13,0
2020-10-08,0,6,0
2020-10-09,0,7,1
2020-10-10,0,10,0
2020-10-11,0,14,1
2020-10-12,0,9,0
2020-10-13,0,12,1
2020-10-14,2,18,4
2020-10-15,2,18,0
2020-10-16,0,14,2
2020-10-17,0,8,0
2020-10-18,0,13,0
2020-10-19,2,22,2
2020-10-20,0,22,0
2020-10-21,0,5,0
2020-10-22,0,17,3
2020-10-23,0,15,0
2020-10-24,0,10,0
2020-10-25,0,7,1
2020-10-26,1,14,1
2020-10-27,0,11,5
2020-10-28,0,21,0
2020-10-29,0,11,0
2020-10-30,2,23,0
2020-10-31,1,5,1
2020-11-01,0,10,0
2020-11-02,0,12,0
2020-11-03,0,7,0
2020-11-04,0,5,0
2020-11-05,5,10,1
2020-11-06,1,19,0
2020-11-07,0,11,0
2020-11-08,0,5,0
2020-11-09,1,29,0
2020-11-10,1,22,1
2020-11-11,0,15,0
2020-11-12,0,6,0
2020-11-13,2,18,0
2020-11-14,0,10,3
2020-11-15,0,9,0
2020-11-16,1,18,0
2020-11-17,3,10,1
2020-11-18,2,6,0
2020-11-19,13,7,4
2020-11-20,0,2,6
2020-11-21,0,7,1
2020-11-22,0,14,1
2020-11-23,2,10,1
2020-11-24,0,12,0
2020-11-25,0,13,0
2020-11-26,1,7,0
2020-11-27,7,7,0
2020-11-28,4,13,0
2020-11-29,1,5,0
2020-11-30,1,18,0
2020-12-01,0,5,2
2020-12-02,4,8,1
2020-12-03,3,15,1
2020-12-04,0,16,1
2020-12-05,0,7,0
2020-12-06,1,3,1
2020-12-07,0,21,0
2020-12-08,2,8,0
2020-12-09,0,10,2
2020-12-10,0,8,1
2020-12-11,0,10,0
2020-12-12,0,6,0
2020-12-13,0,12,0
2020-12-14,0,14,2
2020-12-15,2,9,0
2020-12-16,1,7,0
2020-12-17,0,8,0
2020-12-18,1,7,0
2020-12-19,1,3,0
2020-12-20,0,3,0
2020-12-21,0,12,1
2020-12-22,2,19,0
2020-12-23,4,9,0
2020-12-24,0,3,0
2020-12-25,0,15,0
2020-12-26,0,9,0
2020-12-27,0,19,0
2020-12-28,0,8,0
2020-12-29,0,12,0
2020-12-30,4,7,0
2020-12-31,0,5,0
2021-01-01,0,1,0
2021-01-02,0,3,0
2021-01-03,0,1,0
2021-01-04,0,2,0
2021-01-05,0,18,1
2021-01-06,0,11,1
2021-01-07,0,5,4
2021-01-08,2,2,0
2021-01-09,0,2,4
2021-01-10,1,5,2
2021-01-11,1,19,1
2021-01-12,2,8,2
2021-01-13,1,11,0
2021-01-14,0,6,2
2021-01-15,1,9,0
2021-01-16,0,17,2
2021-01-17,2,18,1
2021-01-18,1,13,2
2021-01-19,1,22,2
2021-01-20,2,16,1
2021-01-21,5,12,1
2021-01-22,0,23,2
2021-01-23,1,19,1
2021-01-24,0,21,4
2021-01-25,0,11,0
2021-01-26,1,22,4
2021-01-27,3,13,1
2021-01-28,1,10,0
2021-01-29,2,15,1
2021-01-30,3,8,0
2021-01-31,5,14,1
2021-02-01,2,28,1
2021-02-02,3,39,0
2021-02-03,2,22,2
2021-02-04,2,33,1
2021-02-05,0,29,1
2021-02-06,0,10,2
2021-02-07,0,9,2
2021-02-08,0,9,4
2021-02-09,3,22,1
2021-02-10,1,13,1
2021-02-11,5,17,2
2021-02-12,3,15,0
2021-02-13,0,10,0
2021-02-14,0,17,0
2021-02-15,2,13,1
2021-02-16,0,10,1
2021-02-17,1,7,2
2021-02-18,1,16,0
2021-02-19,0,20,0
2021-02-20,0,16,0
2021-02-21,0,11,1
2021-02-22,0,4,0
2021-02-23,0,4,0
2021-02-24,2,16,1
2021-02-25,0,15,1
2021-02-26,0,11,0
2021-02-27,0,10,2
2021-02-28,0,4,2
2021-03-01,4,15,0
2021-03-02,2,11,3
2021-03-03,1,14,0
2021-03-04,2,20,0
2021-03-05,0,7,0
2021-03-06,0,12,1
2021-03-07,2,2,0
2021-03-08,1,4,1
2021-03-09,1,14,1
2021-03-10,21,20,1
2021-03-11,8,14,0
2021-03-12,5,12,3
2021-03-13,2,10,0
2021-03-14,0,5,0
2021-03-15,0,20,4
2021-03-16,7,19,3
2021-03-17,4,4,3
2021-03-18,1,17,2
2021-03-19,0,24,0
2021-03-20,0,13,0
2021-03-21,0,13,0
2021-03-22,2,12,0
2021-03-23,2,28,0
2021-03-24,0,20,0
2021-03-25,3,20,0
2021-03-26,0,17,1
2021-03-27,2,4,0
2021-03-28,0,10,0
2021-03-29,1,20,0
2021-03-30,0,22,0
2021-03-31,1,16,2
2021-04-01,1,24,0
2021-04-02,0,15,0
2021-04-03,0,8,1
2021-04-04,0,12,0
2021-04-05,1,25,1
2021-04-06,1,27,0
2021-04-07,4,25,3
2021-04-08,1,40,0
2021-04-09,1,30,0
2021-04-10,1,10,1
2021-04-11,1,34,0
2021-04-12,1,28,0
2021-04-13,0,22,1
2021-04-14,3,49,2
2021-04-15,0,16,1
2021-04-16,0,17,2
2021-04-17,0,8,0
2021-04-18,0,23,0
2021-04-19,2,15,1
2021-04-20,0,13,1
2021-04-21,1,18,0
2021-04-22,0,32,0
2021-04-23,1,20,2
2021-04-24,4,15,2
2021-04-25,0,13,2
2021-04-26,0,26,0
2021-04-27,0,25,1
2021-04-28,0,21,0
2021-04-29,1,25,0
2021-04-30,0,28,0
2021-05-01,1,8,1
2021-05-02,2,7,0
2021-05-03,1,9,1
2021-05-04,1,10,0
2021-05-05,1,8,0
2021-05-06,0,13,1
2021-05-07,0,11,1
2021-05-08,0,7,7
2021-05-09,1,13,0
2021-05-10,2,9,0
2021-05-11,0,14,3
2021-05-12,0,14,5
2021-05-13,2,14,1
2021-05-14,0,13,0
2021-05-15,1,4,1
2021-05-16,3,1,1
2021-05-17,0,13,0
2021-05-18,1,11,1
2021-05-19,0,14,0
2021-05-20,3,12,1
2021-05-21,0,18,0
2021-05-22,0,8,1
2021-05-23,2,15,0
2021-05-24,4,13,1
2021-05-25,1,24,1
2021-05-26,1,10,0
2021-05-27,2,16,0
2021-05-28,1,18,0
2021-05-29,1,18,0
2021-05-30,0,10,0
2021-05-31,1,16,0
2021-06-01,0,12,0
2021-06-02,1,21,0
2021-06-03,1,22,0
2021-06-04,2,18,0
2021-06-05,0,3,0
2021-06-06,0,14,0
2021-06-07,0,11,0
2021-06-08,0,4,1
2021-06-09,0,13,0
2021-06-10,0,10,0
2021-06-11,4,13,0
2021-06-12,3,8,1
2021-06-13,1,14,1
2021-06-14,0,5,0
2021-06-15,0,31,0
2021-06-16,2,31,1
2021-06-17,0,19,0
2021-06-18,0,20,0
2021-06-19,0,8,0
2021-06-20,0,14,0
2021-06-21,0,17,0
2021-06-22,1,25,1
2021-06-23,1,14,0
2021-06-24,2,24,0
2021-06-25,2,12,0
2021-06-26,0,4,0
2021-06-27,1,6,1
2021-06-28,1,18,0
2021-06-29,0,36,0
2021-06-30,0,6,0
2021-07-01,3,8,0
2021-07-02,3,14,1
2021-07-03,0,7,0
2021-07-04,1,14,0
2021-07-05,2,20,1
2021-07-06,1,10,1
2021-07-07,1,7,0
2021-07-08,1,6,0
2021-07-09,1,17,0
2021-07-10,0,10,0
2021-07-11,0,3,0
2021-07-12,1,15,2
2021-07-13,1,29,0
2021-07-14,1,19,0
2021-07-15,1,15,0
2021-07-16,3,21,1
2021-07-17,0,7,0
2021-07-18,1,7,0
2021-07-19,0,13,0
2021-07-20,1,12,0
2021-07-21,0,24,0
2021-07-22,0,10,0
2021-07-23,1,12,0
2021-07-24,0,10,0
2021-07-25,0,3,0
2021-07-26,8,4,0
2021-07-27,6,23,0
2021-07-28,1,28,1
2021-07-29,0,14,0
2021-07-30,2,19,2
2021-07-31,0,9,0
2021-08-01,0,4,0
2021-08-02,0,7,0
2021-08-03,2,7,0
2021-08-04,3,9,0
2021-08-05,4,3,1
2021-08-06,4,8,1
2021-08-08,0,8,1
2021-08-09,0,8,0
2021-08-10,0,7,0
2021-08-11,0,6,0
2021-08-12,1,18,0
2021-08-13,0,14,0
2021-08-14,1,10,0
2021-08-15,0,13,0
2021-08-16,1,13,3
2021-08-17,0,4,0
2021-08-18,1,6,5
2021-08-19,2,17,1
2021-08-20,0,15,0
2021-08-21,0,6,1
2021-08-22,0,5,1
2021-08-23,2,23,0
2021-08-24,2,10,2
2021-08-25,0,10,2
2021-08-26,0,13,0
2021-08-27,0,18,0
2021-08-28,0,2,0
2021-08-29,0,7,0
2021-08-30,4,8,1
2021-08-31,3,16,1
2021-09-01,2,9,0
2021-09-02,2,24,1
2021-09-03,2,18,5
2021-09-04,0,4,1
2021-09-05,0,12,1
2021-09-06,3,4,1
2021-09-07,2,29,0
2021-09-08,2,20,0
2021-09-09,3,14,0
2021-09-10,0,13,2
2021-09-11,2,10,0
2021-09-12,0,14,0
2021-09-13,1,10,0
2021-09-14,9,21,0
2021-09-15,1,10,0
2021-09-16,10,10,0
2021-09-17,2,12,1
2021-09-18,5,11,6
2021-09-19,2,8,1
2021-09-20,1,10,4
2021-09-21,0,10,0
2021-09-22,1,17,0
2021-09-23,1,12,2
2021-09-24,1,11,0
2021-09-25,0,7,1
2021-09-26,0,14,1
2021-09-27,4,11,1
2021-09-28,2,19,5
2021-09-29,5,22,5
2021-09-30,2,9,2
2021-10-01,1,7,0
2021-10-02,0,5,2
2021-10-03,1,5,0
2021-10-04,1,18,3
2021-10-05,3,8,1
2021-10-06,0,9,2
2021-10-07,2,16,0
2021-10-08,0,11,1
2021-10-09,3,5,0
2021-10-10,0,4,1
2021-10-11,0,36,2
2021-10-12,2,20,1
2021-10-13,0,25,0
2021-10-14,2,11,1
2021-10-15,0,9,1
2021-10-16,0,11,0
2021-10-17,0,20,0
2021-10-18,2,11,1
2021-10-19,1,15,0
2021-10-20,2,9,1
2021-10-21,1,9,2
2021-10-22,1,18,0
2021-10-23,1,9,0
2021-10-24,0,19,3
2021-10-25,0,17,2
2021-10-26,1,9,0
2021-10-27,0,40,1
2021-10-28,0,18,0
2021-10-29,1,17,1
2021-10-30,5,7,0
2021-10-31,0,8,0
2021-11-01,2,19,1
2021-11-02,1,27,0
2021-11-03,1,20,1
2021-11-04,0,10,0
2021-11-05,0,17,0
2021-11-06,0,19,0
2021-11-07,0,19,0
2021-11-08,4,11,0
2021-11-09,4,19,0
2021-11-10,3,14,0
2021-11-11,3,12,1
2021-11-12,0,10,0
2021-11-13,2,13,1
2021-11-14,2,7,0
2021-11-15,2,4,0
2021-11-16,3,16,0
2021-11-17,5,26,2
2021-11-18,1,13,0
2021-11-19,3,9,1
2021-11-20,0,5,1
2021-11-21,0,29,0
2021-11-22,4,24,1
2021-11-23,2,15,1
2021-11-24,3,21,0
2021-11-25,0,7,0
2021-11-26,1,8,1
2021-11-27,0,6,0
2021-11-28,0,7,1
2021-11-29,1,23,1
2021-11-30,1,12,2
2021-12-01,0,22,0
2021-12-02,1,12,0
2021-12-03,0,31,0
2021-12-04,0,32,1
2021-12-05,0,28,1
2021-12-06,2,34,2
2021-12-07,2,32,1
2021-12-08,2,22,0
2021-12-09,2,9,0
2021-12-10,0,19,1
2021-12-11,2,3,0
2021-12-12,3,22,0
2021-12-13,3,14,0
2021-12-14,3,9,4
2021-12-15,0,13,0
2021-12-16,0,25,3
2021-12-17,3,29,1
2021-12-18,2,16,1
2021-12-19,0,11,0
2021-12-20,2,16,0
2021-12-21,0,17,0
2021-12-22,2,19,0
2021-12-23,0,14,0
2021-12-24,2,11,1
2021-12-25,6,14,0
2021-12-26,0,32,0
2021-12-27,1,16,0
2021-12-28,4,5,0
2021-12-29,2,7,0
2021-12-30,0,19,0
2021-12-31,2,15,0
2022-01-01,2,4,0
2022-01-02,0,4,0
2022-01-03,0,20,0
2022-01-04,0,7,5
2022-01-05,1,73,3
2022-01-06,0,26,0
2022-01-07,0,27,1
2022-01-08,0,23,0
2022-01-09,1,26,0
2022-01-10,2,25,0
2022-01-11,1,24,0
2022-01-12,2,25,1
2022-01-13,0,26,3
2022-01-14,4,10,2
2022-01-15,0,4,1
2022-01-16,0,20,0
2022-01-17,2,19,0
2022-01-18,4,14,1
2022-01-19,3,26,0
2022-01-20,0,21,0
2022-01-21,0,32,1
2022-01-22,0,9,0
2022-01-23,1,4,0
2022-01-24,2,23,1
2022-01-25,1,15,0
2022-01-26,1,23,0
2022-01-27,2,44,0
2022-01-28,4,22,0
2022-01-29,2,24,0
2022-01-30,0,22,0
2022-01-31,5,18,0
2022-02-01,1,17,0
2022-02-02,8,26,2
2022-02-03,1,26,1
2022-02-04,1,15,27
2022-02-05,1,18,0
2022-02-06,0,13,0
2022-02-07,1,33,1
2022-02-08,1,21,0
2022-02-09,1,11,1
2022-02-10,3,17,1
2022-02-11,2,43,1
2022-02-12,0,22,1
2022-02-13,1,17,0
2022-02-14,0,27,2
2022-02-15,0,22,2
2022-02-16,5,33,0
2022-02-17,3,33,0
2022-02-18,3,38,0
2022-02-19,0,29,2
2022-02-20,2,39,0
2022-02-21,0,283,0
2022-02-22,2,71,0
2022-02-23,2,57,7
2022-02-24,9,84,4
2022-02-25,21,104,9
2022-02-26,29,113,3
2022-02-27,9,63,16
2022-02-28,11,62,6
2022-03-01,16,59,9
2022-03-02,14,35,6
2022-03-03,10,63,4
2022-03-04,29,37,11
2022-03-05,8,40,0
2022-03-06,22,32,1
2022-03-07,4,33,7
2022-03-08,3,18,18
2022-03-09,2,49,7
2022-03-10,8,32,12
2022-03-11,29,57,26
2022-03-12,7,23,6
2022-03-13,7,27,3
2022-03-14,16,59,1
2022-03-15,13,60,3
2022-03-16,12,40,4
2022-03-17,7,39,1
2022-03-18,21,46,10
2022-03-19,4,27,6
2022-03-20,6,23,2
2022-03-21,8,40,10
2022-03-22,20,57,6
2022-03-23,7,33,0
2022-03-24,5,47,11
2022-03-25,5,54,1
2022-03-26,6,38,13
2022-03-27,33,17,1
2022-03-28,11,87,2
2022-03-29,13,70,1
2022-03-30,2,77,3
2022-03-31,3,40,3
2022-04-01,6,63,7
2022-04-02,3,57,2
2022-04-03,9,117,1
2022-04-04,0,43,0
2022-04-05,11,53,2
2022-04-06,7,113,7
2022-04-07,15,120,0
2022-04-08,5,46,0
2022-04-09,13,20,15
2022-04-10,1,17,0
2022-04-11,8,45,5
2022-04-12,2,31,1
2022-04-13,3,53,1
2022-04-14,6,44,2
2022-04-15,3,36,0
2022-04-16,7,31,4
2022-04-17,3,29,2
2022-04-18,2,31,3
2022-04-19,3,44,6
2022-04-20,1,37,2
2022-04-21,2,40,2
2022-04-22,7,38,1
2022-04-23,0,11,3
2022-04-24,2,15,4
2022-04-25,13,24,1
2022-04-26,1,73,0
2022-04-27,0,41,4
2022-04-28,3,25,0
2022-04-29,3,26,15
2022-04-30,1,14,1
2022-05-01,1,27,0
2022-05-02,0,14,0
2022-05-03,0,30,9
2022-05-04,0,40,5
2022-05-05,0,44,1
2022-05-06,1,55,0
2022-05-07,2,19,0
2022-05-08,0,19,0
2022-05-09,0,21,0
2022-05-10,0,13,0
2022-05-11,1,60,2
2022-05-12,1,48,0
2022-05-13,1,39,0
2022-05-14,1,33,0
2022-05-15,1,13,0
2022-05-16,3,23,2
2022-05-17,13,67,3
2022-05-18,5,26,0
2022-05-19,16,73,0
2022-05-20,3,39,1
2022-05-21,4,9,0
2022-05-22,0,13,1
2022-05-23,2,23,1
2022-05-24,2,63,1
2022-05-25,6,16,1
2022-05-26,1,43,4
2022-05-27,2,23,2
2022-05-28,4,28,3
2022-05-29,5,27,7
2022-05-30,4,46,1
2022-05-31,3,47,0
2022-06-01,1,38,2
2022-06-02,1,58,0
2022-06-03,2,39,7
2022-06-04,1,18,3
2022-06-05,0,7,3
2022-06-06,2,29,1
2022-06-07,9,72,1
2022-06-08,1,36,0
2022-06-09,3,45,2
2022-06-10,3,16,2
2022-06-11,0,6,0
2022-06-12,0,18,2
2022-06-13,0,18,2
2022-06-14,1,20,1
2022-06-15,0,36,2
2022-06-16,3,39,0
2022-06-17,4,38,3
2022-06-18,0,22,0
2022-06-19,0,21,0
2022-06-20,5,36,2
2022-06-21,3,69,0
2022-06-22,5,24,1
2022-06-23,1,36,0
2022-06-24,0,12,0
2022-06-25,0,36,1
2022-06-26,0,18,0
2022-06-27,0,41,0
2022-06-28,2,43,2
2022-06-29,4,19,0
2022-06-30,3,51,1
2022-07-01,2,25,0
2022-07-02,3,29,0
2022-07-03,5,34,0
2022-07-04,1,33,1
2022-07-05,2,37,0
2022-07-06,2,20,3
2022-07-07,1,24,1
2022-07-08,13,25,2
2022-07-09,1,13,0
2022-07-10,2,13,1
2022-07-11,2,16,0
2022-07-12,3,24,2
2022-07-13,1,24,1
2022-07-14,4,11,2
2022-07-15,0,26,0
2022-07-16,0,8,0
2022-07-17,5,30,0
2022-07-18,5,43,1
2022-07-19,2,34,0
2022-07-20,2,18,1
2022-07-21,2,36,0
2022-07-22,4,24,3
2022-07-23,2,11,3
2022-07-24,3,10,0
2022-07-25,3,34,1
2022-07-26,5,29,2
2022-07-27,3,31,3
2022-07-28,4,43,1
2022-07-29,2,12,1
2022-07-30,2,20,0
2022-07-31,0,19,0
2022-08-01,1,19,0
2022-08-02,0,36,0
2022-08-03,6,25,0
2022-08-04,1,28,2
2022-08-05,0,26,1
2022-08-06,4,11,0
2022-08-07,2,12,1
2022-08-08,4,32,4
2022-08-09,0,27,1
2022-08-10,1,17,0
2022-08-11,1,40,0
2022-08-12,3,25,0
2022-08-13,0,8,2
2022-08-14,2,13,0
2022-08-15,1,11,1
2022-08-16,3,23,1
2022-08-17,4,15,3
2022-08-18,0,20,0
2022-08-19,2,37,0
2022-08-20,2,11,3
2022-08-21,2,23,0
2022-08-22,6,18,2
2022-08-23,6,20,0
2022-08-24,0,15,0
2022-08-25,8,27,0
2022-08-26,0,36,0
2022-08-27,3,19,1
2022-08-28,0,18,0
2022-08-29,3,26,1
2022-08-30,2,31,1
2022-08-31,1,14,0
2022-09-01,0,20,0
2022-09-02,4,15,0
2022-09-03,1,34,0
2022-09-04,1,53,0
2022-09-05,7,34,0
2022-09-06,2,35,0
2022-09-07,1,15,0
2022-09-08,0,8,0
2022-09-09,0,46,1
2022-09-10,0,17,2
2022-09-11,2,57,3
2022-09-12,1,52,1
2022-09-13,1,50,7
2022-09-14,3,27,0
2022-09-15,2,29,0
2022-09-16,1,27,0
2022-09-17,0,16,1
2022-09-18,0,28,0
2022-09-19,0,34,0
2022-09-20,6,81,0
2022-09-21,16,67,3
2022-09-22,0,40,0
2022-09-23,14,39,4
2022-09-24,6,21,8
2022-09-25,3,16,1
2022-09-26,16,42,1
2022-09-27,10,48,0
2022-09-28,3,36,0
2022-09-29,2,98,0
2022-09-30,1,151,0
2022-10-01,2,29,0
2022-10-02,4,27,2
2022-10-03,5,36,0
2022-10-04,8,21,3
2022-10-05,8,49,1
2022-10-06,3,54,1
2022-10-07,3,24,0
2022-10-08,2,51,2
2022-10-09,0,65,1
2022-10-10,0,161,0
2022-10-11,2,30,4
2022-10-12,2,34,2
2022-10-13,2,32,1
2022-10-14,20,40,1
2022-10-15,3,3,1
2022-10-16,4,32,0
2022-10-17,17,27,1
2022-10-18,3,53,6
2022-10-19,9,115,3
2022-10-20,9,46,0
2022-10-21,2,49,1
2022-10-22,4,30,2
2022-10-23,0,15,0
2022-10-24,1,48,1
2022-10-25,1,36,2
2022-10-26,3,51,0
2022-10-27,2,75,0
2022-10-28,2,36,4
2022-10-29,36,16,6
2022-10-30,6,28,4
2022-10-31,2,37,1
2022-11-01,14,46,1
2022-11-02,5,38,0
2022-11-03,5,52,0
2022-11-04,2,34,0
2022-11-05,1,8,1
2022-11-06,0,24,0
2022-11-07,0,53,0
2022-11-08,9,29,0
2022-11-09,1,49,0
2022-11-10,5,21,2
2022-11-11,1,60,0
2022-11-12,0,19,1
2022-11-13,2,29,0
2022-11-14,1,37,0
2022-11-15,0,96,0
2022-11-16,1,30,0
2022-11-17,4,40,0
2022-11-18,3,43,0
2022-11-19,1,11,2
2022-11-20,1,8,2
2022-11-21,3,47,1
2022-11-22,2,29,0
2022-11-23,1,41,1
2022-11-24,3,34,0
2022-11-25,10,51,1
2022-11-26,0,20,2
2022-11-27,3,18,3
2022-11-28,0,23,0
2022-11-29,1,25,0
2022-11-30,2,9,0
2022-12-01,1,34,1
2022-12-02,1,44,0
2022-12-03,1,29,1
2022-12-04,0,14,0
2022-12-05,8,37,1
2022-12-06,4,53,1
2022-12-07,1,37,1
2022-12-08,1,60,0
2022-12-09,0,38,1
2022-12-10,1,14,0
2022-12-11,0,45,0
2022-12-12,2,36,0
2022-12-13,6,40,1
2022-12-14,11,61,0
2022-12-15,1,36,0
2022-12-16,10,42,0
2022-12-17,8,9,1
2022-12-18,2,17,1
2022-12-19,3,39,0
2022-12-20,9,55,2
2022-12-21,1,80,2
2022-12-22,6,34,3
2022-12-23,6,36,0
2022-12-24,3,11,0
2022-12-25,0,46,0
2022-12-26,5,55,2
2022-12-27,2,45,2
2022-12-28,6,69,0
2022-12-29,3,22,2
2022-12-30,1,32,0
2022-12-31,0,33,0
2023-01-01,2,5,2
2023-01-02,0,9,3
2023-01-03,0,12,0
2023-01-04,2,11,0
2023-01-05,0,62,0
2023-01-06,0,41,0
2023-01-07,1,13,0
2023-01-08,1,19,1
2023-01-09,8,36,0
2023-01-10,2,55,2
2023-01-11,2,34,0
2023-01-12,4,38,0
2023-01-13,3,20,7
2023-01-14,0,15,0
2023-01-15,2,26,2
2023-01-16,5,44,0
2023-01-17,2,42,0
2023-01-18,2,22,2
2023-01-19,5,45,1
2023-01-20,6,59,0
2023-01-21,7,13,0
2023-01-22,1,16,0
2023-01-23,4,48,5
2023-01-24,2,33,1
2023-01-25,0,44,0
2023-01-26,3,29,0
2023-01-27,7,30,1
2023-01-28,1,17,1
2023-01-29,2,14,1
2023-01-30,4,24,0
2023-01-31,1,34,0
2023-02-01,1,37,2
2023-02-02,2,36,2
2023-02-03,1,34,0
2023-02-04,1,46,0
2023-02-05,3,26,1
2023-02-06,1,31,0
2023-02-07,3,19,2
2023-02-08,2,21,1
2023-02-09,2,41,0
2023-02-10,3,28,2
2023-02-11,0,10,1
2023-02-12,0,22,1
2023-02-13,4,22,2
2023-02-14,1,20,0
2023-02-15,7,21,3
2023-02-16,2,44,0
2023-02-17,3,28,1
2023-02-18,0,18,0
2023-02-19,0,34,3
2023-02-20,1,27,0
2023-02-21,1,56,1
2023-02-22,1,38,4
2023-02-23,0,16,0
2023-02-24,5,27,7
2023-02-25,1,17,3
2023-02-26,2,19,2
2023-02-27,3,42,1
2023-02-28,4,34,1
2023-03-01,3,20,2
2023-03-02,5,65,1
2023-03-03,1,35,0
2023-03-04,0,12,2
2023-03-05,3,15,4
2023-03-06,2,26,1
2023-03-07,0,22,0
2023-03-08,0,21,5
2023-03-09,1,24,0
2023-03-10,1,31,4
2023-03-11,0,19,1
2023-03-12,1,11,0
2023-03-13,1,40,0
2023-03-14,1,54,0
2023-03-15,3,63,0
2023-03-16,1,33,0
2023-03-17,5,52,0
2023-03-18,2,22,0
2023-03-19,0,47,0
2023-03-20,2,80,1
2023-03-21,0,85,3
2023-03-22,1,32,3
2023-03-23,1,61,0
2023-03-24,0,64,0
2023-03-25,0,35,1
2023-03-26,0,18,0
2023-03-27,0,38,1
2023-03-28,5,26,2
2023-03-29,1,38,1
2023-03-30,3,25,0
2023-03-31,6,47,2
2023-04-01,5,13,1
2023-04-02,0,28,0
2023-04-03,4,40,0
2023-04-04,4,26,0
2023-04-05,0,66,0
2023-04-06,1,41,0
2023-04-07,1,24,0
2023-04-08,0,23,0
2023-04-09,0,30,0
2023-04-10,5,26,3
2023-04-11,5,19,0
2023-04-12,10,27,2
2023-04-13,5,33,2
2023-04-14,3,25,2
2023-04-15,4,17,0
2023-04-16,1,32,1
2023-04-17,8,14,0
