Topic,Timestamp,Frequency,Words
51,2023-04-20 00:00:00+00:00,9,вооруженных сил_сил российской_беспилотных_сил украины
53,2023-04-20 00:00:00+00:00,1,цены нефть_цен нефть_российскую нефть_нефть
54,2023-04-20 00:00:00+00:00,2,украина new_militarycolumnist_секретарь снбо_new_militarycolumnist_данилов
57,2023-04-20 00:00:00+00:00,2,ополчения_снят_фильмов_военкоров
63,2023-04-20 00:00:00+00:00,6,кремлём_турцией_конфликта_турецких
65,2023-04-20 00:00:00+00:00,1,крымском мосту_крыму_крым_крыма
66,2023-04-20 00:00:00+00:00,6,антироссийских_активистов_активисты_оппозиционеров
70,2023-04-20 00:00:00+00:00,3,эфире_вещает_соловьёв live_трансляция
76,2023-04-20 00:00:00+00:00,2,отношения россии_обеспечить безопасность_обеспокоен_угрозах
78,2023-04-20 00:00:00+00:00,2,российские активы_российских активов_санкций_конфисковать
79,2023-04-20 00:00:00+00:00,1,цензуры_цензура_youtube_русофобию
82,2023-04-20 00:00:00+00:00,64,воевал_служил_сына_россии рассказал
90,2023-04-20 00:00:00+00:00,5,министр цифрового_меры поддержки_мер поддержки_министра обороны
95,2023-04-20 00:00:00+00:00,3,русский народ_русского народа_русские_победы
96,2023-04-20 00:00:00+00:00,1,ветеранам_ветеранов_ветеранов сво_сайт ветераныроссии
99,2023-04-20 00:00:00+00:00,5,самолета_полет_прибыл москву_кремлёвского пула
100,2023-04-20 00:00:00+00:00,1,грузию_грузии_грузия_оппозиции
101,2023-04-20 00:00:00+00:00,1,наши бойцы_мужества_бойцов_командира
108,2023-04-20 00:00:00+00:00,4,россии сообщили_россия планирует_никакой_никаких
-1,2023-05-20 00:00:00+00:00,854,украину_власти_россию_переговоры
0,2023-05-20 00:00:00+00:00,120,российские войска_беспилотников_дронов_военные
1,2023-05-20 00:00:00+00:00,53,провел совещание_совещание_совещание членами_совета безопасности
2,2023-05-20 00:00:00+00:00,41,зампред рф_зампред россии_заявил зампред_дмитрий прокомментировал
3,2023-05-20 00:00:00+00:00,27,правительство рф_правительства_премьер министр_председатель правительства
4,2023-05-20 00:00:00+00:00,2,telegram россии_мессенджер_мессенджеры_телеграм
5,2023-05-20 00:00:00+00:00,14,спикер госдумы_заявил спикер_госдумы вячеслав_спикера
6,2023-05-20 00:00:00+00:00,23,первый замглавы_замруководителя рф_первым заместителем_замруководителя
7,2023-05-20 00:00:00+00:00,46,героя россии_герой россии_мужество героизм_героям
9,2023-05-20 00:00:00+00:00,6,персональных данных_персональных_информационной безопасности_данных
10,2023-05-20 00:00:00+00:00,8,мигрантам_миграционной политики_мигранты_мигрантами
11,2023-05-20 00:00:00+00:00,13,состоялся телефонный_провел телефонный_переговоры_переговоров
12,2023-05-20 00:00:00+00:00,21,заявил секретарь_безопасности россии_секретарь россии_будут выполнены
13,2023-05-20 00:00:00+00:00,2,имущества_изъяли_имущество_собственности
14,2023-05-20 00:00:00+00:00,4,движение ветераны_движения ветераны_ветераны_обратились
15,2023-05-20 00:00:00+00:00,3,израилем_иран_ирану_израиль
16,2023-05-20 00:00:00+00:00,3,телеканале россия_подписывайтесь канал_москва телеканале_телеканалов
17,2023-05-20 00:00:00+00:00,11,переговорам украине_переговорах украиной_переговоров россии_переговоров украиной
18,2023-05-20 00:00:00+00:00,1,святой_русского народа_русского_русское
19,2023-05-20 00:00:00+00:00,1,русских_каналов_каналы_русские
20,2023-05-20 00:00:00+00:00,1,сказала_спикера_призвала_спикер совета
21,2023-05-20 00:00:00+00:00,1,церемонию_ветеранов_движение ветераны_церемония
22,2023-05-20 00:00:00+00:00,11,молдавии_заседание_отставку_протестов
23,2023-05-20 00:00:00+00:00,3,пострадавших_обстрелов_обстрела_донецка
24,2023-05-20 00:00:00+00:00,1,контрактников_армию_военнослужащих_контракты
25,2023-05-20 00:00:00+00:00,12,дорогие друзья_наших бойцов_нашей армии_подписчикам
26,2023-05-20 00:00:00+00:00,6,армению_армения_армении_пашиняна
27,2023-05-20 00:00:00+00:00,4,си цзиньпином_цзиньпином_россия китай_си цзиньпин
28,2023-05-20 00:00:00+00:00,2,отставке_отставки_уволил_отставку
29,2023-05-20 00:00:00+00:00,4,поручений_поручения_ответственные_срок
31,2023-05-20 00:00:00+00:00,1,блогеров_подписчиков_блогеры_законопроект
32,2023-05-20 00:00:00+00:00,9,кремлём_беспилотника_беспилотников_беспилотниками
33,2023-05-20 00:00:00+00:00,5,резолюцию_россию_резолюция_резолюции
34,2023-05-20 00:00:00+00:00,10,зерновой сделки_прекращены_зерновых_зерновой
35,2023-05-20 00:00:00+00:00,8,спецоперации украине_операции украине_спецоперация_военная операция
36,2023-05-20 00:00:00+00:00,3,секретаря рф_назначен_заместителя_заместителем
42,2023-05-20 00:00:00+00:00,1,заблокировали_заблокированы_заблокировал_заблокирован
43,2023-05-20 00:00:00+00:00,1,белоруссией_белоруссию_белоруссия_белоруссии
44,2023-05-20 00:00:00+00:00,18,проинформировал_обстреле_стрельбы_глава государства
45,2023-05-20 00:00:00+00:00,2,школьников_школьники_напали_справедливости
47,2023-05-20 00:00:00+00:00,44,си цзиньпином_цзиньпином_цзиньпин_россия китай
50,2023-05-20 00:00:00+00:00,3,лукашенко_александр лукашенко_россии белоруссии_белоруссию
51,2023-05-20 00:00:00+00:00,10,вооруженных сил_сил российской_беспилотных_сил украины
54,2023-05-20 00:00:00+00:00,2,украина new_militarycolumnist_секретарь снбо_new_militarycolumnist_данилов
57,2023-05-20 00:00:00+00:00,2,ополчения_снят_фильмов_военкоров
58,2023-05-20 00:00:00+00:00,5,топливо_топлива_бензин_нефтепродуктов
59,2023-05-20 00:00:00+00:00,2,тегеран_иран_иранской_тегерана
63,2023-05-20 00:00:00+00:00,4,кремлём_турцией_конфликта_турецких
64,2023-05-20 00:00:00+00:00,2,переговоров_провел телефонный_поговорил_телефонный разговор
65,2023-05-20 00:00:00+00:00,8,крымском мосту_крыму_крым_крыма
66,2023-05-20 00:00:00+00:00,2,антироссийских_активистов_активисты_оппозиционеров
70,2023-05-20 00:00:00+00:00,3,эфире_вещает_соловьёв live_трансляция
71,2023-05-20 00:00:00+00:00,2,льготы_тарифов_тарифы_льгот
76,2023-05-20 00:00:00+00:00,3,отношения россии_обеспечить безопасность_обеспокоен_угрозах
78,2023-05-20 00:00:00+00:00,3,российские активы_российских активов_санкций_конфисковать
80,2023-05-20 00:00:00+00:00,2,польшу_польши_польша_поляки
81,2023-05-20 00:00:00+00:00,2,рекламе_рекламу_реклама_нарушении
83,2023-05-20 00:00:00+00:00,6,экстренное заседание_сербия_сербии_совета безопасности
88,2023-05-20 00:00:00+00:00,1,присутствовали_командиров_происходило_встрече
90,2023-05-20 00:00:00+00:00,1,министр цифрового_меры поддержки_мер поддержки_министра обороны
96,2023-05-20 00:00:00+00:00,2,ветеранам_ветеранов_ветеранов сво_сайт ветераныроссии
97,2023-05-20 00:00:00+00:00,1,уровень доверия_доверяют_доверии_доверия
100,2023-05-20 00:00:00+00:00,1,грузию_грузии_грузия_оппозиции
101,2023-05-20 00:00:00+00:00,1,наши бойцы_мужества_бойцов_командира
104,2023-05-20 00:00:00+00:00,1,шутка_события_поделился_человек
108,2023-05-20 00:00:00+00:00,2,россии сообщили_россия планирует_никакой_никаких
116,2023-05-20 00:00:00+00:00,1,газопровода_северный поток_северного потока_терактов
-1,2023-06-19 00:00:00+00:00,929,украину_власти_россию_переговоры
0,2023-06-19 00:00:00+00:00,135,российские войска_беспилотников_дронов_военные
1,2023-06-19 00:00:00+00:00,160,провел совещание_совещание_совещание членами_совета безопасности
2,2023-06-19 00:00:00+00:00,46,зампред рф_зампред россии_заявил зампред_дмитрий прокомментировал
3,2023-06-19 00:00:00+00:00,46,правительство рф_правительства_премьер министр_председатель правительства
4,2023-06-19 00:00:00+00:00,3,telegram россии_мессенджер_мессенджеры_телеграм
5,2023-06-19 00:00:00+00:00,29,спикер госдумы_заявил спикер_госдумы вячеслав_спикера
6,2023-06-19 00:00:00+00:00,37,первый замглавы_замруководителя рф_первым заместителем_замруководителя
7,2023-06-19 00:00:00+00:00,45,героя россии_герой россии_мужество героизм_героям
9,2023-06-19 00:00:00+00:00,10,персональных данных_персональных_информационной безопасности_данных
10,2023-06-19 00:00:00+00:00,1,мигрантам_миграционной политики_мигранты_мигрантами
11,2023-06-19 00:00:00+00:00,19,состоялся телефонный_провел телефонный_переговоры_переговоров
12,2023-06-19 00:00:00+00:00,21,заявил секретарь_безопасности россии_секретарь россии_будут выполнены
13,2023-06-19 00:00:00+00:00,5,имущества_изъяли_имущество_собственности
14,2023-06-19 00:00:00+00:00,10,движение ветераны_движения ветераны_ветераны_обратились
16,2023-06-19 00:00:00+00:00,1,телеканале россия_подписывайтесь канал_москва телеканале_телеканалов
17,2023-06-19 00:00:00+00:00,10,переговорам украине_переговорах украиной_переговоров россии_переговоров украиной
18,2023-06-19 00:00:00+00:00,4,святой_русского народа_русского_русское
19,2023-06-19 00:00:00+00:00,3,русских_каналов_каналы_русские
20,2023-06-19 00:00:00+00:00,8,сказала_спикера_призвала_спикер совета
21,2023-06-19 00:00:00+00:00,4,церемонию_ветеранов_движение ветераны_церемония
22,2023-06-19 00:00:00+00:00,1,молдавии_заседание_отставку_протестов
23,2023-06-19 00:00:00+00:00,2,пострадавших_обстрелов_обстрела_донецка
24,2023-06-19 00:00:00+00:00,11,контрактников_армию_военнослужащих_контракты
25,2023-06-19 00:00:00+00:00,9,дорогие друзья_наших бойцов_нашей армии_подписчикам
27,2023-06-19 00:00:00+00:00,8,си цзиньпином_цзиньпином_россия китай_си цзиньпин
28,2023-06-19 00:00:00+00:00,4,отставке_отставки_уволил_отставку
29,2023-06-19 00:00:00+00:00,3,поручений_поручения_ответственные_срок
30,2023-06-19 00:00:00+00:00,12,нежелательной_экстремистской организацией_антироссийской_террористической организацией
31,2023-06-19 00:00:00+00:00,3,блогеров_подписчиков_блогеры_законопроект
32,2023-06-19 00:00:00+00:00,1,кремлём_беспилотника_беспилотников_беспилотниками
34,2023-06-19 00:00:00+00:00,62,зерновой сделки_прекращены_зерновых_зерновой
35,2023-06-19 00:00:00+00:00,1,спецоперации украине_операции украине_спецоперация_военная операция
37,2023-06-19 00:00:00+00:00,13,сервисы_сервисов_интернет_интернета
38,2023-06-19 00:00:00+00:00,5,ввели санкции_новые санкции_санкциях_санкции отношении
40,2023-06-19 00:00:00+00:00,2,мобилизации_мобилизацию_мобилизация_мобилизовать
42,2023-06-19 00:00:00+00:00,12,заблокировали_заблокированы_заблокировал_заблокирован
43,2023-06-19 00:00:00+00:00,5,белоруссией_белоруссию_белоруссия_белоруссии
44,2023-06-19 00:00:00+00:00,32,проинформировал_обстреле_стрельбы_глава государства
51,2023-06-19 00:00:00+00:00,37,вооруженных сил_сил российской_беспилотных_сил украины
52,2023-06-19 00:00:00+00:00,1,рублей_идентичности_символа_русские
54,2023-06-19 00:00:00+00:00,2,украина new_militarycolumnist_секретарь снбо_new_militarycolumnist_данилов
55,2023-06-19 00:00:00+00:00,1,министром_министров_пост министра_вице премьер
57,2023-06-19 00:00:00+00:00,2,ополчения_снят_фильмов_военкоров
58,2023-06-19 00:00:00+00:00,5,топливо_топлива_бензин_нефтепродуктов
59,2023-06-19 00:00:00+00:00,8,тегеран_иран_иранской_тегерана
60,2023-06-19 00:00:00+00:00,1,youtube_цензуры_ютуб_цензура
62,2023-06-19 00:00:00+00:00,13,возбуждено уголовное_уголовное дело_мятежа_это преступление
63,2023-06-19 00:00:00+00:00,58,кремлём_турцией_конфликта_турецких
65,2023-06-19 00:00:00+00:00,9,крымском мосту_крыму_крым_крыма
70,2023-06-19 00:00:00+00:00,4,эфире_вещает_соловьёв live_трансляция
71,2023-06-19 00:00:00+00:00,1,льготы_тарифов_тарифы_льгот
73,2023-06-19 00:00:00+00:00,1,индию_индией_премьер министра_индия
78,2023-06-19 00:00:00+00:00,2,российские активы_российских активов_санкций_конфисковать
79,2023-06-19 00:00:00+00:00,1,цензуры_цензура_youtube_русофобию
80,2023-06-19 00:00:00+00:00,3,польшу_польши_польша_поляки
81,2023-06-19 00:00:00+00:00,2,рекламе_рекламу_реклама_нарушении
86,2023-06-19 00:00:00+00:00,1,ракетами_ракеты_вооружения_вооружений
88,2023-06-19 00:00:00+00:00,57,присутствовали_командиров_происходило_встрече
89,2023-06-19 00:00:00+00:00,2,подпишись официальный_канал max_официальный канал_подписаться канал
90,2023-06-19 00:00:00+00:00,1,министр цифрового_меры поддержки_мер поддержки_министра обороны
93,2023-06-19 00:00:00+00:00,62,переговоров_условились_время переговоров_обсуждались
96,2023-06-19 00:00:00+00:00,3,ветеранам_ветеранов_ветеранов сво_сайт ветераныроссии
97,2023-06-19 00:00:00+00:00,1,уровень доверия_доверяют_доверии_доверия
98,2023-06-19 00:00:00+00:00,1,отношений россии_оскорбления_отношения россии_отношений рф
99,2023-06-19 00:00:00+00:00,2,самолета_полет_прибыл москву_кремлёвского пула
102,2023-06-19 00:00:00+00:00,1,единой россии_партии единая_единая россия_партию
103,2023-06-19 00:00:00+00:00,2,освободили_увольнение_освобожден_уволен
104,2023-06-19 00:00:00+00:00,4,шутка_события_поделился_человек
111,2023-06-19 00:00:00+00:00,2,прокуратуры_генеральной прокуратуры_заявления россии_правопорядка
118,2023-06-19 00:00:00+00:00,1,отставку_недоверия_отставка_отставке
119,2023-06-19 00:00:00+00:00,1,канцлера_украину_германией_канцлер
-1,2023-07-19 00:00:00+00:00,536,украину_власти_россию_переговоры
0,2023-07-19 00:00:00+00:00,66,российские войска_беспилотников_дронов_военные
1,2023-07-19 00:00:00+00:00,36,провел совещание_совещание_совещание членами_совета безопасности
2,2023-07-19 00:00:00+00:00,20,зампред рф_зампред россии_заявил зампред_дмитрий прокомментировал
3,2023-07-19 00:00:00+00:00,38,правительство рф_правительства_премьер министр_председатель правительства
4,2023-07-19 00:00:00+00:00,2,telegram россии_мессенджер_мессенджеры_телеграм
5,2023-07-19 00:00:00+00:00,10,спикер госдумы_заявил спикер_госдумы вячеслав_спикера
6,2023-07-19 00:00:00+00:00,10,первый замглавы_замруководителя рф_первым заместителем_замруководителя
7,2023-07-19 00:00:00+00:00,22,героя россии_герой россии_мужество героизм_героям
9,2023-07-19 00:00:00+00:00,18,персональных данных_персональных_информационной безопасности_данных
11,2023-07-19 00:00:00+00:00,16,состоялся телефонный_провел телефонный_переговоры_переговоров
12,2023-07-19 00:00:00+00:00,25,заявил секретарь_безопасности россии_секретарь россии_будут выполнены
13,2023-07-19 00:00:00+00:00,2,имущества_изъяли_имущество_собственности
14,2023-07-19 00:00:00+00:00,6,движение ветераны_движения ветераны_ветераны_обратились
17,2023-07-19 00:00:00+00:00,4,переговорам украине_переговорах украиной_переговоров россии_переговоров украиной
18,2023-07-19 00:00:00+00:00,1,святой_русского народа_русского_русское
19,2023-07-19 00:00:00+00:00,2,русских_каналов_каналы_русские
20,2023-07-19 00:00:00+00:00,5,сказала_спикера_призвала_спикер совета
21,2023-07-19 00:00:00+00:00,2,церемонию_ветеранов_движение ветераны_церемония
22,2023-07-19 00:00:00+00:00,3,молдавии_заседание_отставку_протестов
23,2023-07-19 00:00:00+00:00,3,пострадавших_обстрелов_обстрела_донецка
24,2023-07-19 00:00:00+00:00,11,контрактников_армию_военнослужащих_контракты
25,2023-07-19 00:00:00+00:00,3,дорогие друзья_наших бойцов_нашей армии_подписчикам
26,2023-07-19 00:00:00+00:00,1,армению_армения_армении_пашиняна
29,2023-07-19 00:00:00+00:00,6,поручений_поручения_ответственные_срок
30,2023-07-19 00:00:00+00:00,9,нежелательной_экстремистской организацией_антироссийской_террористической организацией
32,2023-07-19 00:00:00+00:00,5,кремлём_беспилотника_беспилотников_беспилотниками
33,2023-07-19 00:00:00+00:00,4,резолюцию_россию_резолюция_резолюции
34,2023-07-19 00:00:00+00:00,14,зерновой сделки_прекращены_зерновых_зерновой
35,2023-07-19 00:00:00+00:00,1,спецоперации украине_операции украине_спецоперация_военная операция
37,2023-07-19 00:00:00+00:00,2,сервисы_сервисов_интернет_интернета
40,2023-07-19 00:00:00+00:00,3,мобилизации_мобилизацию_мобилизация_мобилизовать
41,2023-07-19 00:00:00+00:00,1,корея_переговоры_ходе визита_кореи
43,2023-07-19 00:00:00+00:00,1,белоруссией_белоруссию_белоруссия_белоруссии
44,2023-07-19 00:00:00+00:00,5,проинформировал_обстреле_стрельбы_глава государства
45,2023-07-19 00:00:00+00:00,17,школьников_школьники_напали_справедливости
47,2023-07-19 00:00:00+00:00,1,си цзиньпином_цзиньпином_цзиньпин_россия китай
50,2023-07-19 00:00:00+00:00,6,лукашенко_александр лукашенко_россии белоруссии_белоруссию
51,2023-07-19 00:00:00+00:00,8,вооруженных сил_сил российской_беспилотных_сил украины
53,2023-07-19 00:00:00+00:00,1,цены нефть_цен нефть_российскую нефть_нефть
54,2023-07-19 00:00:00+00:00,4,украина new_militarycolumnist_секретарь снбо_new_militarycolumnist_данилов
58,2023-07-19 00:00:00+00:00,1,топливо_топлива_бензин_нефтепродуктов
70,2023-07-19 00:00:00+00:00,2,эфире_вещает_соловьёв live_трансляция
71,2023-07-19 00:00:00+00:00,2,льготы_тарифов_тарифы_льгот
72,2023-07-19 00:00:00+00:00,4,мечети_мусульман_мигрантов_религия
79,2023-07-19 00:00:00+00:00,1,цензуры_цензура_youtube_русофобию
80,2023-07-19 00:00:00+00:00,2,польшу_польши_польша_поляки
85,2023-07-19 00:00:00+00:00,1,замминистра обороны_министра обороны_министром обороны_министр обороны
88,2023-07-19 00:00:00+00:00,1,присутствовали_командиров_происходило_встрече
90,2023-07-19 00:00:00+00:00,1,министр цифрового_меры поддержки_мер поддержки_министра обороны
97,2023-07-19 00:00:00+00:00,2,уровень доверия_доверяют_доверии_доверия
99,2023-07-19 00:00:00+00:00,1,самолета_полет_прибыл москву_кремлёвского пула
100,2023-07-19 00:00:00+00:00,1,грузию_грузии_грузия_оппозиции
103,2023-07-19 00:00:00+00:00,2,освободили_увольнение_освобожден_уволен
104,2023-07-19 00:00:00+00:00,2,шутка_события_поделился_человек
108,2023-07-19 00:00:00+00:00,1,россии сообщили_россия планирует_никакой_никаких
109,2023-07-19 00:00:00+00:00,1,частичной мобилизации_мобилизованных_мобилизации_мобилизацию
-1,2023-08-18 00:00:00+00:00,534,украину_власти_россию_переговоры
0,2023-08-18 00:00:00+00:00,81,российские войска_беспилотников_дронов_военные
1,2023-08-18 00:00:00+00:00,31,провел совещание_совещание_совещание членами_совета безопасности
2,2023-08-18 00:00:00+00:00,15,зампред рф_зампред россии_заявил зампред_дмитрий прокомментировал
3,2023-08-18 00:00:00+00:00,29,правительство рф_правительства_премьер министр_председатель правительства
4,2023-08-18 00:00:00+00:00,11,telegram россии_мессенджер_мессенджеры_телеграм
5,2023-08-18 00:00:00+00:00,7,спикер госдумы_заявил спикер_госдумы вячеслав_спикера
6,2023-08-18 00:00:00+00:00,29,первый замглавы_замруководителя рф_первым заместителем_замруководителя
7,2023-08-18 00:00:00+00:00,10,героя россии_герой россии_мужество героизм_героям
9,2023-08-18 00:00:00+00:00,4,персональных данных_персональных_информационной безопасности_данных
10,2023-08-18 00:00:00+00:00,2,мигрантам_миграционной политики_мигранты_мигрантами
11,2023-08-18 00:00:00+00:00,13,состоялся телефонный_провел телефонный_переговоры_переговоров
12,2023-08-18 00:00:00+00:00,7,заявил секретарь_безопасности россии_секретарь россии_будут выполнены
13,2023-08-18 00:00:00+00:00,5,имущества_изъяли_имущество_собственности
14,2023-08-18 00:00:00+00:00,18,движение ветераны_движения ветераны_ветераны_обратились
15,2023-08-18 00:00:00+00:00,1,израилем_иран_ирану_израиль
16,2023-08-18 00:00:00+00:00,4,телеканале россия_подписывайтесь канал_москва телеканале_телеканалов
17,2023-08-18 00:00:00+00:00,6,переговорам украине_переговорах украиной_переговоров россии_переговоров украиной
18,2023-08-18 00:00:00+00:00,10,святой_русского народа_русского_русское
19,2023-08-18 00:00:00+00:00,4,русских_каналов_каналы_русские
21,2023-08-18 00:00:00+00:00,10,церемонию_ветеранов_движение ветераны_церемония
23,2023-08-18 00:00:00+00:00,2,пострадавших_обстрелов_обстрела_донецка
24,2023-08-18 00:00:00+00:00,12,контрактников_армию_военнослужащих_контракты
25,2023-08-18 00:00:00+00:00,7,дорогие друзья_наших бойцов_нашей армии_подписчикам
26,2023-08-18 00:00:00+00:00,17,армению_армения_армении_пашиняна
27,2023-08-18 00:00:00+00:00,1,си цзиньпином_цзиньпином_россия китай_си цзиньпин
28,2023-08-18 00:00:00+00:00,1,отставке_отставки_уволил_отставку
29,2023-08-18 00:00:00+00:00,7,поручений_поручения_ответственные_срок
30,2023-08-18 00:00:00+00:00,6,нежелательной_экстремистской организацией_антироссийской_террористической организацией
32,2023-08-18 00:00:00+00:00,1,кремлём_беспилотника_беспилотников_беспилотниками
34,2023-08-18 00:00:00+00:00,5,зерновой сделки_прекращены_зерновых_зерновой
40,2023-08-18 00:00:00+00:00,3,мобилизации_мобилизацию_мобилизация_мобилизовать
41,2023-08-18 00:00:00+00:00,25,корея_переговоры_ходе визита_кореи
42,2023-08-18 00:00:00+00:00,1,заблокировали_заблокированы_заблокировал_заблокирован
43,2023-08-18 00:00:00+00:00,4,белоруссией_белоруссию_белоруссия_белоруссии
50,2023-08-18 00:00:00+00:00,2,лукашенко_александр лукашенко_россии белоруссии_белоруссию
51,2023-08-18 00:00:00+00:00,4,вооруженных сил_сил российской_беспилотных_сил украины
53,2023-08-18 00:00:00+00:00,1,цены нефть_цен нефть_российскую нефть_нефть
54,2023-08-18 00:00:00+00:00,3,украина new_militarycolumnist_секретарь снбо_new_militarycolumnist_данилов
58,2023-08-18 00:00:00+00:00,3,топливо_топлива_бензин_нефтепродуктов
60,2023-08-18 00:00:00+00:00,1,youtube_цензуры_ютуб_цензура
63,2023-08-18 00:00:00+00:00,2,кремлём_турцией_конфликта_турецких
65,2023-08-18 00:00:00+00:00,1,крымском мосту_крыму_крым_крыма
66,2023-08-18 00:00:00+00:00,1,антироссийских_активистов_активисты_оппозиционеров
67,2023-08-18 00:00:00+00:00,1,флагом_флагами_международной арене_спортсменов
71,2023-08-18 00:00:00+00:00,1,льготы_тарифов_тарифы_льгот
76,2023-08-18 00:00:00+00:00,6,отношения россии_обеспечить безопасность_обеспокоен_угрозах
77,2023-08-18 00:00:00+00:00,1,словакия_словакии_спецслужбы_украину
78,2023-08-18 00:00:00+00:00,5,российские активы_российских активов_санкций_конфисковать
80,2023-08-18 00:00:00+00:00,2,польшу_польши_польша_поляки
88,2023-08-18 00:00:00+00:00,1,присутствовали_командиров_происходило_встрече
90,2023-08-18 00:00:00+00:00,1,министр цифрового_меры поддержки_мер поддержки_министра обороны
95,2023-08-18 00:00:00+00:00,2,русский народ_русского народа_русские_победы
97,2023-08-18 00:00:00+00:00,1,уровень доверия_доверяют_доверии_доверия
99,2023-08-18 00:00:00+00:00,1,самолета_полет_прибыл москву_кремлёвского пула
100,2023-08-18 00:00:00+00:00,1,грузию_грузии_грузия_оппозиции
102,2023-08-18 00:00:00+00:00,2,единой россии_партии единая_единая россия_партию
103,2023-08-18 00:00:00+00:00,3,освободили_увольнение_освобожден_уволен
104,2023-08-18 00:00:00+00:00,4,шутка_события_поделился_человек
113,2023-08-18 00:00:00+00:00,1,абхазии_оппозиции_протестующие_республику
118,2023-08-18 00:00:00+00:00,2,отставку_недоверия_отставка_отставке
-1,2023-09-17 00:00:00+00:00,549,украину_власти_россию_переговоры
0,2023-09-17 00:00:00+00:00,58,российские войска_беспилотников_дронов_военные
1,2023-09-17 00:00:00+00:00,32,провел совещание_совещание_совещание членами_совета безопасности
2,2023-09-17 00:00:00+00:00,21,зампред рф_зампред россии_заявил зампред_дмитрий прокомментировал
3,2023-09-17 00:00:00+00:00,28,правительство рф_правительства_премьер министр_председатель правительства
4,2023-09-17 00:00:00+00:00,5,telegram россии_мессенджер_мессенджеры_телеграм
5,2023-09-17 00:00:00+00:00,21,спикер госдумы_заявил спикер_госдумы вячеслав_спикера
6,2023-09-17 00:00:00+00:00,18,первый замглавы_замруководителя рф_первым заместителем_замруководителя
7,2023-09-17 00:00:00+00:00,8,героя россии_герой россии_мужество героизм_героям
9,2023-09-17 00:00:00+00:00,7,персональных данных_персональных_информационной безопасности_данных
10,2023-09-17 00:00:00+00:00,4,мигрантам_миграционной политики_мигранты_мигрантами
11,2023-09-17 00:00:00+00:00,14,состоялся телефонный_провел телефонный_переговоры_переговоров
12,2023-09-17 00:00:00+00:00,1,заявил секретарь_безопасности россии_секретарь россии_будут выполнены
13,2023-09-17 00:00:00+00:00,3,имущества_изъяли_имущество_собственности
14,2023-09-17 00:00:00+00:00,4,движение ветераны_движения ветераны_ветераны_обратились
15,2023-09-17 00:00:00+00:00,14,израилем_иран_ирану_израиль
17,2023-09-17 00:00:00+00:00,3,переговорам украине_переговорах украиной_переговоров россии_переговоров украиной
18,2023-09-17 00:00:00+00:00,4,святой_русского народа_русского_русское
19,2023-09-17 00:00:00+00:00,1,русских_каналов_каналы_русские
20,2023-09-17 00:00:00+00:00,4,сказала_спикера_призвала_спикер совета
23,2023-09-17 00:00:00+00:00,1,пострадавших_обстрелов_обстрела_донецка
24,2023-09-17 00:00:00+00:00,15,контрактников_армию_военнослужащих_контракты
25,2023-09-17 00:00:00+00:00,2,дорогие друзья_наших бойцов_нашей армии_подписчикам
26,2023-09-17 00:00:00+00:00,35,армению_армения_армении_пашиняна
27,2023-09-17 00:00:00+00:00,3,си цзиньпином_цзиньпином_россия китай_си цзиньпин
28,2023-09-17 00:00:00+00:00,6,отставке_отставки_уволил_отставку
30,2023-09-17 00:00:00+00:00,5,нежелательной_экстремистской организацией_антироссийской_террористической организацией
33,2023-09-17 00:00:00+00:00,12,резолюцию_россию_резолюция_резолюции
34,2023-09-17 00:00:00+00:00,2,зерновой сделки_прекращены_зерновых_зерновой
35,2023-09-17 00:00:00+00:00,1,спецоперации украине_операции украине_спецоперация_военная операция
43,2023-09-17 00:00:00+00:00,1,белоруссией_белоруссию_белоруссия_белоруссии
45,2023-09-17 00:00:00+00:00,10,школьников_школьники_напали_справедливости
48,2023-09-17 00:00:00+00:00,5,азербайджану_задержали_азербайджан_властей
52,2023-09-17 00:00:00+00:00,8,рублей_идентичности_символа_русские
53,2023-09-17 00:00:00+00:00,3,цены нефть_цен нефть_российскую нефть_нефть
54,2023-09-17 00:00:00+00:00,1,украина new_militarycolumnist_секретарь снбо_new_militarycolumnist_данилов
58,2023-09-17 00:00:00+00:00,13,топливо_топлива_бензин_нефтепродуктов
63,2023-09-17 00:00:00+00:00,1,кремлём_турцией_конфликта_турецких
67,2023-09-17 00:00:00+00:00,1,флагом_флагами_международной арене_спортсменов
71,2023-09-17 00:00:00+00:00,2,льготы_тарифов_тарифы_льгот
72,2023-09-17 00:00:00+00:00,1,мечети_мусульман_мигрантов_религия
73,2023-09-17 00:00:00+00:00,1,индию_индией_премьер министра_индия
76,2023-09-17 00:00:00+00:00,25,отношения россии_обеспечить безопасность_обеспокоен_угрозах
77,2023-09-17 00:00:00+00:00,6,словакия_словакии_спецслужбы_украину
80,2023-09-17 00:00:00+00:00,4,польшу_польши_польша_поляки
81,2023-09-17 00:00:00+00:00,8,рекламе_рекламу_реклама_нарушении
83,2023-09-17 00:00:00+00:00,2,экстренное заседание_сербия_сербии_совета безопасности
86,2023-09-17 00:00:00+00:00,2,ракетами_ракеты_вооружения_вооружений
88,2023-09-17 00:00:00+00:00,7,присутствовали_командиров_происходило_встрече
90,2023-09-17 00:00:00+00:00,1,министр цифрового_меры поддержки_мер поддержки_министра обороны
97,2023-09-17 00:00:00+00:00,3,уровень доверия_доверяют_доверии_доверия
101,2023-09-17 00:00:00+00:00,1,наши бойцы_мужества_бойцов_командира
